Record ID,Business Domain,Source System,Table Name,Field Name,Data Owner,Data Steward,Data Classification,Critical Data Element,Completeness Percent,Accuracy Percent,Consistency Flag,Duplicate Flag,GDPR Relevant,Regulation Type,Retention Policy Years,Masking Required,Access Level,Compliance Status,Audit Rating,Country,Country Latitude,Country Longitude,Audit Date,Data Quality Score,Governance Maturity Score,Compliance Risk Score,Audit Findings Count,Open Issues Count,Days Since Last Audit,Business Impact Score,Estimated Fine EUR,Remediation Cost EUR,Maturity Band,Low Governance Maturity Flag,Low Data Quality Flag,Governance-Quality Quadrant,Quality Band,Compliance Risk Band,High_or_Critical_Risk,Impact band,Estimated Fine Log,Fine Band,High Compliance Risk Flag,High Business Impact Flag,High Fine Flag,CRITICAL PRIORITY ASSET,Remediation Cost Band,Fine_to_Remediation_Ratio,ROI Band,Audit Month,Audit Freshness Band,Findings Severity Band,Open Issues Severity Band
3485,Finance,Payments_Gateway,Invoices,Customer_ID,Finance Director,FP&A Analytics,Internal,No,99.0,91.3,No,No,No,Internal Policy,7,No,Read,At Risk,B,Germany,52.52,13.405,2025-12-03,92.6,3,25.0,2,2,33,4,113897,9112,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.643058590018597,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),12.49967076382792,High ROI (10–50x),2025-12,Fresh,Minor Issues,Low
3486,HR,HR_System,Recruitment,Outcome,HR Manager,People Ops,Internal,No,93.2,88.5,Yes,No,No,Internal Policy,2,No,Read,At Risk,C,Sweden,59.3293,18.0686,2024-01-23,91.7,3,32.7,5,3,713,6,246729,24673,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.416049900312624,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999959469865844,Moderate ROI (3–10x),2024-01,Critical,Moderate Issues,Medium
3487,IT,Data_Warehouse,Security_Incidents,System,CISO,Data Gov Team,Internal,Yes,90.9,99.6,Yes,No,No,NIS2,7,No,Read,At Risk,B,Denmark,55.6761,12.5683,2025-08-24,95.7,5,19.6,1,0,134,5,11320,500,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,9.334414687078109,Low (<€100k),False,False,False,False,Low Cost (<€10k),22.64,High ROI (10–50x),2025-08,Fresh,Clean,Resolved
3488,Marketing,Email_Platform,Customer_Master,Device_ID,Digital Lead,Data Gov Team,Confidential,No,98.1,89.6,Yes,No,No,Internal Policy,2,No,Read,At Risk,C,Italy,41.9028,12.4964,2024-01-21,94.4,2,45.5,5,3,715,5,89034,8903,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Medium Impact,11.396784829835415,Low (<€100k),False,False,False,False,Low Cost (<€10k),10.000449286757274,High ROI (10–50x),2024-01,Critical,Moderate Issues,Medium
3489,Finance,ERP,GL_Entries,Created_By,Controller,Finance Ops,Confidential,No,100.0,100.0,Yes,No,No,Internal Policy,2,No,Read,Compliant,B,Belgium,50.8503,4.3517,2025-12-08,100.0,4,19.4,1,1,28,3,0,787,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-12,Fresh,Clean,Low
3490,IT,AI_Platform,Security_Incidents,Containment_Time_Hrs,CISO,Security Ops,Internal,No,86.0,88.3,Yes,Yes,No,Internal Policy,2,No,Read,At Risk,C,Ireland,53.3498,-6.2603,2025-06-10,88.4,4,33.7,3,3,209,2,56283,5628,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Low Impact,10.938165581908146,Low (<€100k),False,False,False,False,Low Cost (<€10k),10.000533049040511,High ROI (10–50x),2025-06,Aging,Minor Issues,Medium
3491,HR,HR_System,Payroll,Bonus_EUR,HR Director,HR Analytics,Sensitive,Yes,86.1,94.5,Yes,No,Yes,GDPR,5,Yes,Write,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2025-09-05,91.3,3,82.0,9,9,122,7,511327,112492,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.144766541939115,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),4.545452121039719,Moderate ROI (3–10x),2025-09,Fresh,Severe Issues,High
3492,Operations,Support,Shipments,Dispatch_Date,Supply Chain Lead,Data Gov Team,Internal,No,100.0,97.3,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Italy,41.9028,12.4964,2024-11-09,98.8,3,39.6,4,2,422,6,258659,20693,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.463269736969234,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499830860677523,High ROI (10–50x),2024-11,Stale,Moderate Issues,Low
3493,HR,Payroll,Recruitment,Stage,People Ops Lead,Data Gov Team,Internal,No,97.1,80.7,Yes,No,No,Internal Policy,5,No,Read,At Risk,C,Belgium,50.8503,4.3517,2025-01-07,90.0,3,35.5,5,3,363,7,229432,22943,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.34336632686243,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),10.000087172558079,High ROI (10–50x),2025-01,Aging,Moderate Issues,Medium
3494,Operations,Support,Shipments,GPS_Location,Head of Operations,Ops BI,Confidential,No,99.0,100.0,Yes,No,No,Internal Policy,1,No,Read,At Risk,C,Belgium,50.8503,4.3517,2025-05-28,99.6,2,35.3,5,3,222,3,173277,17328,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,12.06265252015528,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999826869806094,Moderate ROI (3–10x),2025-05,Aging,Moderate Issues,Medium
3495,HR,Recruiting_ATS,Payroll,Gross_Pay_EUR,People Ops Lead,People Ops,Sensitive,No,80.6,91.3,Yes,No,Yes,GDPR,2,Yes,Read,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2024-03-25,87.3,2,85.7,13,10,651,7,565135,135632,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Critical Risk,True,Medium Impact,13.244821689127665,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),4.166678954818922,Moderate ROI (3–10x),2024-03,Critical,Severe Issues,Critical
3496,Finance,ERP,Invoices,Tax_Amount_EUR,Head of Finance Ops,Data Gov Team,Confidential,No,90.8,100.0,Yes,No,No,SOX,10,No,Read,At Risk,C,Belgium,50.8503,4.3517,2025-05-23,95.8,4,33.2,3,2,227,4,43449,3476,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,10.679366130693538,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499712313003453,High ROI (10–50x),2025-05,Aging,Minor Issues,Low
3497,IT,Monitoring,AI_Models,Inference_Endpoint,CIO,Platform Engineering,Confidential,No,100.0,96.5,Yes,No,Yes,GDPR,10,Yes,Write,Non-Compliant,D,Spain,40.4168,-3.7038,2024-06-23,98.4,3,68.7,5,3,561,5,1060358,106036,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.874118087994663,Very High (€1M+),False,False,True,False,High Cost (€50k–€150k),9.999981138481271,Moderate ROI (3–10x),2024-06,Critical,Moderate Issues,Medium
3498,Operations,Procurement,Shipments,Carrier,Supply Chain Lead,Data Gov Team,Public,No,85.8,99.6,Yes,No,No,Internal Policy,2,No,Read,At Risk,B,Belgium,50.8503,4.3517,2024-09-05,93.5,3,18.9,1,1,487,3,57155,3429,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,10.95353965058886,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.668124817731115,High ROI (10–50x),2024-09,Stale,Clean,Low
3499,Sales,Support,POS_Transactions,Payment_Method,Head of Revenue Ops,Sales Analytics,Public,No,88.5,100.0,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Italy,41.9028,12.4964,2024-04-20,94.8,4,17.3,2,1,625,4,89155,5349,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.398142923326084,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.667601420826323,High ROI (10–50x),2024-04,Critical,Minor Issues,Low
3500,Finance,Data_Warehouse,GL_Entries,Amount_EUR,Finance Director,FP&A Analytics,Confidential,Yes,96.7,90.6,Yes,No,Yes,GDPR,2,Yes,Admin,Non-Compliant,E,France,48.8566,2.3522,2024-01-04,94.3,5,76.6,13,10,732,5,1205503,289321,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,14.002408294723118,Very High (€1M+),True,False,True,False,Very High Cost (>€150k),4.166662634236713,Moderate ROI (3–10x),2024-01,Critical,Severe Issues,Critical
3501,Operations,Procurement,Support_Tickets,CSAT_Score,Supply Chain Lead,Data Gov Team,Internal,Yes,100.0,100.0,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Sweden,59.3293,18.0686,2025-06-03,100.0,3,22.8,2,2,216,5,106937,8555,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.580004506251907,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),12.499941554646405,High ROI (10–50x),2025-06,Aging,Minor Issues,Low
3502,Sales,Data_Warehouse,Leads,Assigned_Rep,Regional Sales Lead,Data Gov Team,Confidential,No,98.6,83.6,Yes,No,Yes,GDPR,2,Yes,Read,At Risk,C,Netherlands,52.3676,4.9041,2025-08-15,92.0,4,50.8,5,1,143,5,69764,4186,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.152887730326308,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.666029622551363,High ROI (10–50x),2025-08,Fresh,Moderate Issues,Low
3503,HR,Learning_LMS,Recruitment,Application_Date,HR Director,Data Gov Team,Internal,No,87.9,86.4,Yes,No,No,Internal Policy,1,No,Write,At Risk,C,Italy,41.9028,12.4964,2025-02-25,88.4,4,35.2,5,4,314,3,83718,10046,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Low Impact,11.335221231911436,Low (<€100k),False,False,False,False,Medium Cost (€10k–€50k),8.333466056141749,Moderate ROI (3–10x),2025-02,Aging,Moderate Issues,Medium
3504,Finance,Billing,Payments,Fraud_Score,Finance Director,Finance Ops,Internal,No,95.7,81.6,Yes,No,No,SOX,5,No,Read,At Risk,A,France,48.8566,2.3522,2025-10-12,89.8,4,13.8,0,0,85,3,138332,5533,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Low Impact,11.837419100903269,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.001265136454002,High ROI (10–50x),2025-10,Fresh,Clean,Resolved
3505,HR,Learning_LMS,Payroll,Gross_Pay_EUR,People Ops Lead,Data Gov Team,Sensitive,Yes,93.9,100.0,Yes,No,Yes,GDPR,3,Yes,Write,Non-Compliant,E,Belgium,50.8503,4.3517,2025-03-12,97.3,3,94.2,15,10,299,10,1213439,291225,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,14.008969859168685,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166671817323375,Moderate ROI (3–10x),2025-03,Aging,Severe Issues,Critical
3506,HR,Learning_LMS,Payroll,Bank_Account_IBAN,People Ops Lead,HR Analytics,Sensitive,Yes,93.1,84.2,Yes,No,Yes,GDPR,10,Yes,Read,Non-Compliant,D,Portugal,38.7223,-9.1393,2025-12-25,89.8,3,71.2,8,6,11,9,1002984,160478,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,High Risk,True,High Impact,13.818491111697647,Very High (€1M+),False,True,True,False,Very High Cost (>€150k),6.249978190156906,Moderate ROI (3–10x),2025-12,Fresh,Severe Issues,High
3507,IT,IAM,Access_Logs,Resource,Head of Data Platform,Data Gov Team,Internal,No,97.9,95.0,Yes,No,No,NIS2,7,No,Write,At Risk,C,Poland,52.2297,21.0122,2024-08-29,96.8,3,39.4,5,3,494,3,219507,21951,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.299143957302455,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999863331966653,Moderate ROI (3–10x),2024-08,Stale,Moderate Issues,Medium
3508,Finance,Billing,Payments,Payment_ID,Head of Finance Ops,Data Gov Team,Public,No,98.1,98.0,Yes,No,No,Internal Policy,7,No,Write,Compliant,B,Spain,40.4168,-3.7038,2024-02-27,98.3,4,27.8,2,1,678,5,0,2846,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-02,Critical,Minor Issues,Low
3509,Sales,POS,POS_Transactions,Loyalty_ID,Regional Sales Lead,Revenue Ops,Internal,No,99.3,91.0,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,Germany,52.52,13.405,2024-12-29,95.7,2,46.0,5,2,372,7,272102,21768,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Medium Impact,12.513935950068882,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),12.500091877986035,High ROI (10–50x),2024-12,Stale,Moderate Issues,Low
3510,Operations,WMS,Inventory,Batch_Number,Supply Chain Lead,Ops BI,Confidential,No,100.0,100.0,Yes,No,Yes,GDPR,10,Yes,Read,At Risk,C,France,48.8566,2.3522,2025-10-02,100.0,4,44.8,5,3,95,5,190586,19059,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.157864062209809,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999790125400073,Moderate ROI (3–10x),2025-10,Fresh,Moderate Issues,Medium
3511,HR,Data_Warehouse,Employees,Employee_ID,People Ops Lead,HR Analytics,Public,No,100.0,100.0,Yes,No,No,Internal Policy,7,No,Write,Compliant,B,Denmark,55.6761,12.5683,2025-01-11,100.0,4,27.0,1,1,359,5,0,984,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-01,Aging,Clean,Low
3512,Finance,Billing,Invoices,Payment_Status,Controller,Data Gov Team,Internal,No,96.7,100.0,Yes,No,No,Internal Policy,5,No,Write,At Risk,C,Ireland,53.3498,-6.2603,2024-05-09,98.5,4,32.7,3,3,606,4,79959,7996,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.289281788614336,Low (<€100k),False,False,False,False,Low Cost (<€10k),9.999874937468734,Moderate ROI (3–10x),2024-05,Critical,Minor Issues,Medium
3513,Operations,Support,Inventory,Last_Stocktake_Date,Ops Director,Process Excellence,Internal,No,100.0,95.1,Yes,No,No,Internal Policy,5,No,Read,Compliant,B,Sweden,59.3293,18.0686,2024-10-22,97.8,4,25.0,1,0,440,5,0,2761,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-10,Stale,Clean,Resolved
3514,Sales,Support,Leads,Company_Name,Regional Sales Lead,Revenue Ops,Internal,No,93.9,76.3,Yes,No,No,Internal Policy,5,No,Read,At Risk,C,Poland,52.2297,21.0122,2024-05-13,86.6,3,35.0,2,1,602,6,73228,4394,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,11.201346796356251,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.665452890304962,High ROI (10–50x),2024-05,Critical,Minor Issues,Low
3515,Sales,POS,POS_Transactions,Cashier_ID,Regional Sales Lead,Data Gov Team,Public,No,100.0,100.0,Yes,No,No,Internal Policy,3,No,Read,Compliant,B,Netherlands,52.3676,4.9041,2024-12-23,100.0,3,20.0,1,0,378,5,0,2255,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-12,Stale,Clean,Resolved
3516,Operations,WMS,Shipments,Order_ID,Head of Operations,Process Excellence,Internal,No,100.0,97.2,Yes,No,No,Internal Policy,5,No,Read,Compliant,B,Spain,40.4168,-3.7038,2024-10-21,98.7,3,27.6,1,1,441,5,0,260,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-10,Stale,Clean,Low
3517,Finance,Finance_System,Invoices,Invoice_ID,Head of Finance Ops,Data Gov Team,Internal,Yes,100.0,100.0,Yes,No,No,Internal Policy,3,No,Read,Compliant,B,France,48.8566,2.3522,2025-10-07,100.0,4,15.5,1,0,90,6,0,2303,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-10,Fresh,Clean,Resolved
3518,Sales,Order_Management,Leads,Estimated_Value_EUR,Regional Sales Lead,Sales Analytics,Confidential,No,81.1,80.3,No,No,Yes,GDPR,2,Yes,Admin,Non-Compliant,E,France,48.8566,2.3522,2024-04-18,79.6,3,97.2,9,6,627,4,1130664,180906,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,Medium Impact,13.93831651316813,Very High (€1M+),True,False,True,False,Very High Cost (>€150k),6.250008291598952,Moderate ROI (3–10x),2024-04,Critical,Severe Issues,High
3519,IT,Security_SIEM,Access_Logs,MFA_Used,CISO,Data Gov Team,Internal,No,94.7,90.7,Yes,No,No,NIS2,5,No,Admin,Non-Compliant,D,Spain,40.4168,-3.7038,2024-06-03,93.4,4,56.0,5,4,581,6,516163,61940,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.15417982342398,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),8.333274136260897,Moderate ROI (3–10x),2024-06,Critical,Moderate Issues,Medium
3520,Finance,Finance_System,Payments,Invoice_ID,Controller,Finance Ops,Internal,No,100.0,100.0,Yes,No,No,Internal Policy,7,No,Read,Compliant,A,United Kingdom,51.5074,-0.1278,2025-12-10,100.0,5,3.3,0,0,26,3,0,857,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-12,Fresh,Clean,Resolved
3521,Finance,Billing,Payments,Country,Head of Finance Ops,FP&A Analytics,Internal,No,89.4,100.0,Yes,No,No,Internal Policy,1,No,Read,At Risk,B,Ireland,53.3498,-6.2603,2024-12-11,95.2,4,24.2,1,1,390,4,99215,5953,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.505054570589659,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.66638669578364,High ROI (10–50x),2024-12,Stale,Clean,Low
3522,HR,Data_Warehouse,Recruitment,Interview_Score,People Ops Lead,Data Gov Team,Public,No,95.0,91.9,No,No,No,Internal Policy,2,No,Admin,At Risk,C,Italy,41.9028,12.4964,2024-06-12,91.1,4,51.0,5,4,572,4,77234,9268,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.254608001148352,Low (<€100k),False,False,False,False,Low Cost (<€10k),8.333405265429434,Moderate ROI (3–10x),2024-06,Critical,Moderate Issues,Medium
3523,Operations,WMS,Shipments,GPS_Location,Ops Director,Process Excellence,Internal,No,100.0,91.0,Yes,No,No,Internal Policy,7,No,Read,At Risk,B,Poland,52.2297,21.0122,2024-07-05,96.0,3,24.8,2,1,549,3,191124,11467,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.160682943231363,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.6673061829598,High ROI (10–50x),2024-07,Critical,Minor Issues,Low
3524,Sales,POS,POS_Transactions,Loyalty_ID,Regional Sales Lead,Revenue Ops,Internal,No,97.6,91.2,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,Netherlands,52.3676,4.9041,2024-03-09,95.0,2,36.3,3,1,667,2,183570,11014,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,12.120356792623069,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.666969311785,High ROI (10–50x),2024-03,Critical,Minor Issues,Low
3525,HR,HR_System,Employees,Salary_EUR,HR Director,HR Analytics,Sensitive,Yes,96.1,97.3,Yes,No,Yes,GDPR,2,Yes,Write,Non-Compliant,E,Germany,52.52,13.405,2024-07-12,97.0,4,87.3,15,10,542,8,558504,134041,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,13.233018850002797,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),4.166665423266015,Moderate ROI (3–10x),2024-07,Critical,Severe Issues,Critical
3526,IT,Monitoring,AI_Models,Model_Name,CISO,Platform Engineering,Internal,No,90.5,94.7,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Denmark,55.6761,12.5683,2024-12-31,93.4,5,26.0,1,0,370,6,27878,1115,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,10.235628996225449,Low (<€100k),False,False,False,False,Low Cost (<€10k),25.00269058295964,High ROI (10–50x),2024-12,Stale,Clean,Resolved
3527,IT,Security_SIEM,Security_Incidents,Detected_Date,Head of Data Platform,Data Gov Team,Internal,No,90.9,97.9,Yes,No,No,Internal Policy,5,No,Write,At Risk,C,Portugal,38.7223,-9.1393,2024-07-06,95.0,4,30.3,2,1,548,2,199464,11968,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.203394061324413,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.66644385026738,High ROI (10–50x),2024-07,Critical,Minor Issues,Low
3528,Marketing,Data_Warehouse,Sessions,Session_Duration_Sec,Head of Growth,CRM Ops,Internal,No,100.0,88.3,Yes,No,No,Internal Policy,5,No,Write,At Risk,C,Netherlands,52.3676,4.9041,2024-05-06,94.7,3,37.4,2,1,609,4,233294,13998,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.36005902614677,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.66623803400486,High ROI (10–50x),2024-05,Critical,Minor Issues,Low
3529,Marketing,Email_Platform,Customer_Master,Email,Marketing Lead,Data Gov Team,Sensitive,Yes,100.0,99.3,Yes,No,Yes,GDPR,7,Yes,Read,Non-Compliant,E,Germany,52.52,13.405,2025-04-11,99.7,3,79.6,9,7,269,9,742012,133562,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,13.517122042211673,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),5.555562210808463,Moderate ROI (3–10x),2025-04,Aging,Severe Issues,High
3530,Sales,Data_Warehouse,Orders,Order_Status,Head of Revenue Ops,Sales Analytics,Internal,Yes,100.0,100.0,Yes,No,No,Internal Policy,2,No,Read,Compliant,B,Sweden,59.3293,18.0686,2025-08-30,100.0,3,18.4,2,0,128,5,0,802,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-08,Fresh,Minor Issues,Resolved
